Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
9640,CA-2015-116638,1/28/2015,1/31/2015,Second Class,JH-15985,Joseph Holt,Consumer,United States,Concord,North Carolina,28027,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,4297.644,13,0.4,-1862.3124
808,CA-2015-140921,2/3/2015,2/5/2015,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,11.076
4941,CA-2015-156482,2/6/2015,2/13/2015,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,19805,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,9,0,266.4522
9085,CA-2015-104038,2/6/2015,2/8/2015,First Class,LO-17170,Lori Olson,Corporate,United States,Suffolk,Virginia,23434,South,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,29.9,5,0,13.455
212,CA-2015-101007,2/9/2015,2/13/2015,Second Class,MS-17980,Michael Stewart,Corporate,United States,Dallas,Texas,75220,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5
4323,US-2015-147662,2/14/2015,2/19/2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,323.982,3,0.4,-80.9955
1789,CA-2015-154326,2/15/2015,2/19/2015,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0,195.9944
6744,CA-2015-156923,2/16/2015,2/20/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Dover,New Hampshire,3820,East,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,35.88,6,0,16.146
3463,CA-2015-152611,2/20/2015,2/23/2015,Second Class,KA-16525,Kelly Andreada,Consumer,United States,Perth Amboy,New Jersey,8861,East,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,286.79,7,0,74.5654
5770,CA-2015-154900,2/25/2015,3/1/2015,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0,10.224
230,US-2015-145436,2/28/2015,3/4/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.696,8,0.2,43.8408
9445,CA-2015-104052,3/1/2015,3/2/2015,First Class,TP-21565,Tracy Poddar,Corporate,United States,Coppell,Texas,75019,Central,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,0.2,34.742
2284,CA-2015-153108,3/5/2015,3/9/2015,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,2,0,6.6976
5329,CA-2015-120320,3/5/2015,3/9/2015,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,31.92,2,0.2,2.394
2274,CA-2015-142944,3/6/2015,3/11/2015,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984,2,0.2,377.9946
3997,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,769.95,5,0,223.2855
4768,CA-2015-123155,3/9/2015,3/12/2015,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,359.88,3,0.2,22.4925
7878,CA-2015-148705,3/12/2015,3/18/2015,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,5.04,2,0.2,1.764
4936,CA-2015-155124,3/15/2015,3/21/2015,Standard Class,KS-16300,Karen Seio,Corporate,United States,Lehi,Utah,84043,West,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",16.776,3,0.2,1.6776
4954,CA-2015-153906,3/16/2015,3/20/2015,Standard Class,MS-17980,Michael Stewart,Corporate,United States,New York City,New York,10009,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,85.9,2,0,2.577
1644,CA-2015-111829,3/19/2015,3/20/2015,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,0,349.3392
3576,CA-2015-143532,3/19/2015,3/24/2015,Standard Class,DC-12850,Dan Campbell,Consumer,United States,North Miami,Florida,33161,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4 x 11",14.496,3,0.2,4.8924
4959,CA-2015-127607,3/20/2015,3/26/2015,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Carrollton,Texas,75007,Central,OFF-FA-10003485,Office Supplies,Fasteners,Staples,18.864,9,0.2,6.1308
6487,CA-2015-120621,3/21/2015,3/26/2015,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08,4,0.2,156.338
5811,US-2015-163279,3/22/2015,3/26/2015,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,105.52,4,0,48.5392
4556,CA-2015-130218,3/23/2015,3/26/2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,Florence,South Carolina,29501,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,4,0,14.202
7439,CA-2015-145457,3/24/2015,3/27/2015,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Covington,Washington,98042,West,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",46.9,5,0,13.132
5839,CA-2015-132948,3/27/2015,4/3/2015,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Seattle,Washington,98115,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,83.7,5,0,3.348
4130,CA-2015-121272,3/29/2015,4/4/2015,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Seattle,Washington,98103,West,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,73.28,4,0,21.2512
6434,CA-2015-121405,3/30/2015,4/4/2015,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5,0.2,8.526
2770,US-2015-122140,4/2/2015,4/7/2015,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12,7,0.2,-0.6265
1056,CA-2015-110667,4/4/2015,4/8/2015,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,3,0.2,27.7911
119,US-2015-136476,4/5/2015,4/10/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156
3910,CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.584,1,0.2,2.37
2526,CA-2015-124541,4/6/2015,4/10/2015,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488,2,0.2,4.4604
5876,CA-2015-130554,4/7/2015,4/9/2015,First Class,FM-14290,Frank Merwin,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,11.736,3,0.2,1.0269
6061,CA-2015-134201,4/10/2015,4/16/2015,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Rochester,New York,14609,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,142.04,4,0,38.3508
7461,US-2015-136987,4/11/2015,4/14/2015,Second Class,AR-10540,Andy Reiter,Consumer,United States,Los Angeles,California,90004,West,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,639.968,4,0.2,215.9892
4171,CA-2015-100216,4/13/2015,4/14/2015,First Class,HJ-14875,Heather Jas,Home Office,United States,Mesa,Arizona,85204,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,54.816,3,0.2,17.8152
8400,CA-2015-133837,4/13/2015,4/18/2015,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Glendale,Arizona,85301,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,1,0.2,0.8058
1064,CA-2015-161263,4/16/2015,4/21/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,7.872,3,0.2,1.2792
7457,CA-2015-137974,4/16/2015,4/18/2015,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,569.64,2,0,148.1064
2755,CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,5,0.2,68.5965
51,CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0,35.3346
6140,US-2015-113593,4/18/2015,4/20/2015,First Class,NC-18415,Nathan Cano,Consumer,United States,Santa Maria,California,93454,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,115.44,3,0,30.0144
9303,US-2015-163433,4/18/2015,4/22/2015,Second Class,MP-17965,Michael Paige,Corporate,United States,Mcallen,Texas,78501,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,7.872,3,0.2,0.8856
2293,CA-2015-149342,4/20/2015,4/25/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,12.96,2,0,6.2208
6293,CA-2015-151253,4/22/2015,4/26/2015,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679
6948,CA-2015-130365,4/25/2015,4/29/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Illinois,60505,Central,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024,2,0.2,-55.256
7829,CA-2015-137302,4/26/2015,5/1/2015,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,63.936,3,0.2,6.3936
1022,CA-2015-124450,4/27/2015,5/3/2015,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53,3,0,316.8825
7683,CA-2015-120782,4/28/2015,5/1/2015,First Class,SD-20485,Shirley Daniels,Home Office,United States,Midland,Michigan,48640,Central,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,186.732,1,0.1,41.496
8347,US-2015-115238,4/30/2015,5/4/2015,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,1841,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",31.4,5,0,13.188
3993,CA-2015-161998,5/1/2015,5/5/2015,Standard Class,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,33614,South,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",41.376,3,0.2,4.6548
3778,CA-2015-107937,5/3/2015,5/8/2015,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Chula Vista,California,91911,West,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6,0,106.5408
4663,CA-2015-112130,5/3/2015,5/7/2015,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.752,3,0.2,-9.594
3403,CA-2015-129700,5/4/2015,5/5/2015,First Class,LA-16780,Laura Armstrong,Corporate,United States,Tinley Park,Illinois,60477,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,22.288,7,0.6,-8.9152
1979,CA-2015-109939,5/8/2015,5/12/2015,Standard Class,AA-10375,Allen Armold,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,2,0.2,0.5904
5710,US-2015-160857,5/8/2015,5/15/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764,2,0.1,21.294
9541,CA-2015-135727,5/11/2015,5/16/2015,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Phoenix,Arizona,85023,West,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,191.968,7,0.2,16.7972
8663,CA-2015-131856,5/12/2015,5/17/2015,Standard Class,JG-15160,James Galang,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,619.152,6,0.2,69.6546
698,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.696,4,0.2,31.7512
7406,CA-2015-100146,5/14/2015,5/19/2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2,0.2,-6.098
9985,CA-2015-100251,5/17/2015,5/23/2015,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Long Beach,New York,11561,East,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,31.5,10,0,15.12
6920,CA-2015-102806,5/21/2015,5/28/2015,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",24.588,2,0.7,-18.0312
3298,US-2015-110569,5/23/2015,5/30/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016
1937,CA-2015-141768,5/25/2015,5/27/2015,Second Class,NP-18685,Nora Pelletier,Home Office,United States,San Francisco,California,94109,West,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0,4.8609
4603,US-2015-113327,5/26/2015,5/29/2015,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,18.272,1,0.2,5.9384
9578,CA-2015-143147,5/26/2015,5/28/2015,Second Class,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",104.93,5,0.3,-4.497
4610,CA-2015-135020,5/28/2015,6/2/2015,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,45.36,7,0,21.7728
9372,CA-2015-111339,5/29/2015,5/31/2015,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Columbus,Ohio,43229,East,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,317.058,3,0.3,-86.0586
9553,CA-2015-163923,5/30/2015,6/3/2015,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Springfield,Virginia,22153,South,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,151.96,4,0,36.4704
2561,CA-2015-147788,5/31/2015,6/4/2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0,61.389
9478,CA-2015-100818,5/31/2015,6/5/2015,Second Class,JM-15265,Janet Molinari,Corporate,United States,Chicago,Illinois,60653,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237
9095,US-2015-132836,6/1/2015,6/5/2015,Standard Class,AJ-10945,Ashley Jarboe,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,403.68,6,0,181.656
3362,US-2015-142020,6/4/2015,6/8/2015,Second Class,TC-21535,Tracy Collins,Home Office,United States,New York City,New York,10024,East,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0,11.9952
8538,CA-2015-157343,6/7/2015,6/11/2015,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,25.92,5,0.2,9.072
9819,CA-2015-162201,6/8/2015,6/12/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,4.448,2,0.2,0.3336
5672,CA-2015-141012,6/9/2015,6/11/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201,West,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376,3,0.2,8.7735
3038,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,32.4,5,0,15.552
3124,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768,2,0.7,-3.14
9072,CA-2015-136105,6/12/2015,6/16/2015,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,Columbus,Indiana,47201,Central,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0,6.8768
4737,CA-2015-155054,6/13/2015,6/19/2015,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Lewiston,Maine,4240,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,29.84,2,0,13.428
3883,CA-2015-129896,6/15/2015,6/20/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",364.704,6,0.2,-36.4704
3939,CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.372,2,0.3,-25.3764
4195,CA-2015-154200,6/18/2015,6/22/2015,Standard Class,BG-11740,Bruce Geld,Consumer,United States,San Diego,California,92105,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",51.98,2,0,15.0742
7751,CA-2015-133242,6/18/2015,6/24/2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,34.6,2,0,16.608
9391,CA-2015-163734,6/19/2015,6/24/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Houston,Texas,77070,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5,0.2,14.3075
340,CA-2015-128167,6/22/2015,6/26/2015,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0,2.3312
8077,CA-2015-106187,6/23/2015,6/29/2015,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,0,9.3228
4316,CA-2015-115945,6/25/2015,7/1/2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,3,0.2,27.735
789,CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,4,0,69.1008
6977,CA-2015-112144,6/28/2015,7/2/2015,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Gilbert,Arizona,85234,West,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,621.76,4,0.2,46.632
9024,CA-2015-165799,6/29/2015,7/2/2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,10024,East,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,117.882,1,0.1,1.3098
3493,CA-2015-157322,7/2/2015,7/6/2015,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,60188,Central,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",11.168,2,0.2,3.7692
8852,CA-2015-140718,7/2/2015,7/4/2015,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,2,0.2,3.2872
1287,CA-2015-124268,7/4/2015,7/8/2015,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,New York City,New York,10035,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,0,4.4892
8298,US-2015-158911,7/5/2015,7/11/2015,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Charlotte,North Carolina,28205,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,4.928,2,0.2,0.7392
5164,CA-2015-161627,7/6/2015,7/11/2015,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3,0.2,-17.0352
3679,CA-2015-132626,7/9/2015,7/14/2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,464.97,3,0,209.2365
3686,CA-2015-132626,7/9/2015,7/14/2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,98.21,7,0,28.4809
2051,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,6.48,4,0.7,-4.752
5040,CA-2015-136469,7/11/2015,7/12/2015,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,716,2,0,193.32
4549,CA-2015-126557,7/12/2015,7/17/2015,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7.76,1,0.6,-2.134
1829,US-2015-140851,7/13/2015,7/15/2015,Second Class,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,38.88,6,0,18.6624
4048,US-2015-166520,7/16/2015,7/19/2015,First Class,KE-16420,Katrina Edelman,Corporate,United States,New York City,New York,10035,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,80.88,3,0,39.6312
8551,CA-2015-121132,7/17/2015,7/24/2015,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-LA-10002368,Office Supplies,Labels,Avery 479,6.264,3,0.2,2.0358
1451,US-2015-160150,7/19/2015,7/20/2015,First Class,TS-21085,Thais Sissman,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,2.025,1,0.7,-1.35
4383,US-2015-122784,7/20/2015,7/27/2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,5,0.8,-4.464
6498,CA-2015-103135,7/24/2015,7/28/2015,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0,6.0726
2809,CA-2015-148635,7/25/2015,7/27/2015,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,5,0,56.392
